0.083333333	0.008	0.09375	1	0.307692308	0.727272727	0.172173913	0.160743134
0.019333333	0.25	0.5	0.125	0.153846154	0.181818182	0.233913043	0.204361874
0.019333333	0.25	0.5	0.125	0.153846154	0.181818182	0.191304348	0.204361874
0.019333333	0.25	0.5	0.125	0.153846154	0.181818182	0.149565217	0.204361874
0.019333333	0.25	0.25	0.125	0.153846154	0.090909091	0.114782609	0.106623586
0.017333333	0.25	0.5	0.25	0.153846154	0.181818182	0.276521739	0.234248788
0.015333333	0.5	0.5	0.25	0.307692308	0.181818182	0.319130435	0.307754443
0.015333333	0.5	0.5	0.25	0.307692308	0.181818182	0.425217391	0.307754443
0.015333333	0.5	1	0.25	0.307692308	0.181818182	0.553043478	0.605008078
0.015333333	1	1	0.5	0.615384615	0.363636364	0.994782609	1
0.266666667	0.03125	0.046875	0	0.019230769	0.011363636	0.033043478	0.018578352
0.266666667	0.016	0.0546875	0.015625	0.019230769	0.034090909	0.034782609	0.019386107
0.04	0.0625	0.125	0.25390625	0.019230769	0.045454545	0.08	0.056542811
0.033333333	0.125	0.25	0.25390625	0.019230769	0.045454545	0.12	0.09450727
0.233333333	0.002	0.001	0	0.019230769	0.022727273	0.008695652	0.012116317
0.133333333	0.016	0.25	0	0.076923077	0.181818182	0.030434783	0.051696284
0.111333333	0.016375	0.03125	0.03125	0.076923077	0.085227273	0.016521739	0.018578352
0.095333333	0.016	0.078125	0	0.134615385	0.181818182	0.024347826	0.023424879
0.095333333	0.03125	0.03125	0	0.096153846	0.090909091	0.026956522	0.017770598
0.073333333	0.15625	0.078125	0.5546875	0.153846154	0.363636364	0.104347826	0.100161551
0.095333333	0.046875	0.0984375	0	0.096153846	0.181818182	0.026086957	0.028271405
0.095333333	0.096875	0.096875	0	0.096153846	0.113636364	0.028695652	0.031502423
0.095333333	0.071875	0.096875	0	0.115384615	0.363636364	0.053043478	0.032310178
0.073333333	0.096875	0.096875	0	0.115384615	0.363636364	0.066086957	0.03634895
0.213333333	0.004	0.09375	0	0.019230769	0.068181818	0.02	0.022617124
0.213333333	0.016	0.03125	0.015625	0.019230769	0.017045455	0.06	0.016962843
0.213333333	0.008	0.09375	0	0.019230769	0.034090909	0.028695652	0.022617124
0.213333333	0.008	0.046875	0.015625	0.019230769	0.017045455	0.023478261	0.017770598
0.213333333	0.016	0.078125	0.015625	0.019230769	0.028409091	0.066956522	0.022617124
0.213333333	0.008	0.078125	0.015625	0.019230769	0.034090909	0.023478261	0.02180937
0.016666667	0.0409375	0.0409375	0.51171875	0.230769231	0.136363636	0.23826087	0.082390953
0.016666667	0.0409375	0.0409375	0.51171875	0.230769231	0.136363636	0.32	0.082390953
0.033333333	0.081875	0.16375	0.1171875	0.230769231	0.136363636	0.027826087	0.059773829
0.033333333	0.081875	0.16375	0.1171875	0.230769231	0.136363636	0.054782609	0.059773829
0.037333333	0.16375	0.32765625	0.1171875	0.230769231	0.136363636	0.092173913	0.111470113
